Name,Barcode,C. Code,Supplier,Product Type,Category,Sub Category,Aging,Target,final price,Final PUR,Status
F007714,F007714,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,449,79.99649797,2. Barcode Printed
F007715,F007715,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,749,130.9033603,2. Barcode Printed
F007716,F007716,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,549,94.54131578,2. Barcode Printed
F007717,F007717,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,249,72.72408906,2. Barcode Printed
F007718,F007718,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,549,94.54131578,2. Barcode Printed
F007719,F007719,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,549,94.54131578,2. Barcode Printed
F007720,F007720,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,549,94.54131578,2. Barcode Printed
F007721,F007721,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,549,94.54131578,2. Barcode Printed
F007722,F007722,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,599,94.54131578,2. Barcode Printed
F007723,F007723,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,549,94.54131578,2. Barcode Printed
F007731,F007731,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,99,43.63445344,2. Barcode Printed
F007734,F007734,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,249,43.63445344,2. Barcode Printed
F007736,F007736,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,249,58.17927125,2. Barcode Printed
F007724,F007724,23Q5,LA PARAH,STORAGE BASKETS,HOME & LIVING,STORAGE & ORGANIZER,24Q1,ALL,149,33.45308097,2. Barcode Printed
F007725,4.97991E+12,23Q5,LA PARAH,STORAGE BASKETS,HOME & LIVING,STORAGE & ORGANIZER,24Q1,ALL,149,25.08981073,2. Barcode Printed
F007726,6.93665E+12,23Q5,LA PARAH,STORAGE BASKETS,HOME & LIVING,STORAGE & ORGANIZER,24Q1,ALL,149,41.81635121,2. Barcode Printed
F007727,F007727,23Q5,LA PARAH,STORAGE BASKETS,HOME & LIVING,STORAGE & ORGANIZER,24Q1,ALL,149,41.81635121,2. Barcode Printed
F007728,F007728,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,99,27.63515384,2. Barcode Printed
F007729,F007729,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,49,5.090686234,2. Barcode Printed
F007730,F007730,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,199,58.17927125,2. Barcode Printed
F007732,F007732,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,499,109.0861336,2. Barcode Printed
F007733,F007733,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,499,109.0861336,2. Barcode Printed
F007735,F007735,23Q5,LA PARAH,BRA ACCESSORIES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,149,36.36204453,2. Barcode Printed
F007737,6.95135E+12,23Q5,LA PARAH,MAKEUP BRUSHES,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,249,42.48541283,2. Barcode Printed
F007738,6.95135E+12,23Q5,LA PARAH,MAKEUP BRUSHES,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,249,45.41255741,2. Barcode Printed
F007739,6.95135E+12,23Q5,LA PARAH,MAKEUP BRUSHES,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,349,72.92771651,2. Barcode Printed
F007740,6.95135E+12,23Q5,LA PARAH,MAKEUP BRUSHES,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,349,72.92771651,2. Barcode Printed
F007741,6.95135E+12,23Q5,LA PARAH,MAKEUP BRUSHES,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,349,84.30176404,2. Barcode Printed
F007742,F007742,23Q5,LA PARAH,BEAUTY BLENDERS,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,149,49.17602902,2. Barcode Printed
F007743,6.95135E+12,23Q5,LA PARAH,BEAUTY BLENDERS,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,149,40.72912608,2. Barcode Printed
F007744,6.95135E+12,23Q5,LA PARAH,BEAUTY TOOLS SET,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,99,18.39919453,2. Barcode Printed
F007745,6.95135E+12,23Q5,LA PARAH,BEAUTY TOOLS SET,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,99,18.39919453,2. Barcode Printed
F007746,6.95135E+12,23Q5,LA PARAH,EYE LASHES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,399,39.48918036,2. Barcode Printed
F007747,6.95135E+12,23Q5,LA PARAH,EYE LASHES,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,199,33.8894255,2. Barcode Printed
F007748,6.95135E+12,23Q5,LA PARAH,CUTTER,STATIONERY,SCHOOL SUPPLIES,24Q1,LADY,149,21.81722672,2. Barcode Printed
J1047,6.95135E+12,23Q5,LA PARAH,SCISSORS,STATIONERY,SCHOOL SUPPLIES,24Q1,LADY,199,39.48918036,2. Barcode Printed
F007750,F007750,23Q5,LA PARAH,SCISSORS,STATIONERY,SCHOOL SUPPLIES,24Q1,LADY,199,39.48918036,2. Barcode Printed
F007751,6.95135E+12,23Q5,LA PARAH,SCISSORS,STATIONERY,SCHOOL SUPPLIES,24Q1,LADY,199,40.50731761,2. Barcode Printed
F007752,F007752,23Q5,LA PARAH,SCISSORS,STATIONERY,SCHOOL SUPPLIES,24Q1,LADY,199,39.48918036,2. Barcode Printed
F007753,F007753,23Q5,LA PARAH,SCISSORS,STATIONERY,SCHOOL SUPPLIES,24Q1,LADY,129,27.34425749,2. Barcode Printed
F007754,6.95135E+12,23Q5,LA PARAH,NAIL CUTTERS,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,299,33.16218461,2. Barcode Printed
F007755,F007755,23Q5,LA PARAH,NAIL CUTTERS,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,299,44.21624615,2. Barcode Printed
F007756,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,149,50.68869008,2. Barcode Printed
F007757,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,149,44.57986659,2. Barcode Printed
F008179,6.95135E+12,23Q5,LA PARAH,BAGS,BAGS & WALLETS,BAGS,24Q1,LADY,49,14.55936263,2. Barcode Printed
F008180,F008180,23Q5,LA PARAH,TWEEZERS,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,99,20.72636538,2. Barcode Printed
F008181,6.95135E+12,23Q5,LA PARAH,COSMETIC BAGS,BAGS & WALLETS,COSMETIC BAG,24Q1,LADY,399,137.3685318,2. Barcode Printed
F008182,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,129,13.81757692,2. Barcode Printed
F008183,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,249,46.32524473,2. Barcode Printed
F008184,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,149,26.25339615,2. Barcode Printed
F008185,F008185,23Q5,LA PARAH,,,,24Q1,,249,21.81722672,2. Barcode Printed
F008186,6.95135E+12,23Q5,LA PARAH,POCKET MIRROR,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,,149,26.25339615,2. Barcode Printed
F008187,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,299,63.63357793,2. Barcode Printed
F008188,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,119,30.32594514,2. Barcode Printed
F008189,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,119,30.32594514,2. Barcode Printed
F008190,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,149,41.16183441,2. Barcode Printed
F008191,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,299,57.30658218,2. Barcode Printed
F008192,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,249,50.5432419,2. Barcode Printed
F008193,F008193,23Q5,LA PARAH,,,,24Q1,,249,54.97941133,2. Barcode Printed
F007758,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,159,43.92534979,2. Barcode Printed
F007759,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,149,44.57986659,2. Barcode Printed
F007760,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,149,50.68869008,2. Barcode Printed
F007761,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,99,29.30780789,2. Barcode Printed
F007762,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,99,26.76246477,2. Barcode Printed
F008130,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,99,25.96249979,2. Barcode Printed
J1103,6.95135E+12,23Q5,LA PARAH,MAKE UP ORGANIZERS,HOME & LIVING,STORAGE & ORGANIZER,24Q1,LADY,349,58.29199359,2. Barcode Printed
F008133,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,149,29.30780789,2. Barcode Printed
J1120,6.95135E+12,23Q5,LA PARAH,MAKE UP ORGANIZERS,HOME & LIVING,STORAGE & ORGANIZER,24Q1,LADY,99,20.99180831,2. Barcode Printed
F008135,F008135,23Q5,LA PARAH,,,,24Q1,,249,50.5432419,2. Barcode Printed
F008136,F008136,23Q5,LA PARAH,,,,24Q1,,249,50.5432419,2. Barcode Printed
F008137,F008137,23Q5,LA PARAH,,,,24Q1,,249,54.97941133,2. Barcode Printed
F008138,F008138,23Q5,LA PARAH,,,,24Q1,,249,38.39831902,2. Barcode Printed
F008139,F008139,23Q5,LA PARAH,,,,24Q1,,99,17.96285,2. Barcode Printed
J1102,6.95135E+12,23Q5,LA PARAH,COSMETIC BAGS,BAGS & WALLETS,COSMETIC BAG,24Q1,LADY,299,82.44002736,2. Barcode Printed
J0526,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,299,62.17909615,2. Barcode Printed
F008144,F008144,23Q5,LA PARAH,,,,24Q1,,149,18.39919453,2. Barcode Printed
J0461,6.95135E+12,23Q5,LA PARAH,,,,24Q1,LADY,149,23.05353623,2. Barcode Printed
J0936,6.95135E+12,23Q5,LA PARAH,CUPS & MUGS,HOME & LIVING,KITCHEN & DINING,24Q1,LADY,349,169.5234878,2. Barcode Printed
J0938,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,549,156.5749637,2. Barcode Printed
J0972,6.95135E+12,23Q5,LA PARAH,STORAGE BOXES,HOME & LIVING,STORAGE & ORGANIZER,24Q1,LADY,149,34.95846961,2. Barcode Printed
F008147,F008147,23Q5,LA PARAH,,,,24Q1,,149,23.2717085,2. Barcode Printed
F008151,F008151,23Q5,LA PARAH,,,,24Q1,,99,15.34478279,2. Barcode Printed
F008155,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,199,41.16183441,2. Barcode Printed
F008157,F008157,23Q5,LA PARAH,,,,24Q1,,649,110.7587876,2. Barcode Printed
F008159,6.95135E+12,23Q5,LA PARAH,NAIL CUTTERS,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,299,36.36204453,2. Barcode Printed
F008160,F008160,23Q5,LA PARAH,,,,24Q1,,99,19.34460769,2. Barcode Printed
F008162,F008162,23Q5,LA PARAH,TOOTHBRUSHES,HEALTH & BEAUTY,PERSONAL CARE,24Q1,LADY,99,31.78042692,2. Barcode Printed
J0024,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,49,23.2717085,2. Barcode Printed
J0150,6.95135E+12,23Q5,LA PARAH,,,,24Q1,LADY,99,8.145097975,2. Barcode Printed
J0153,6.95135E+12,23Q5,LA PARAH,,,,24Q1,LADY,149,27.34425749,2. Barcode Printed
J0172,6.95135E+12,23Q5,LA PARAH,BEAUTY BLENDERS,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,129,22.24629884,2. Barcode Printed
J0258,6.95135E+12,23Q5,LA PARAH,COSMETIC TRAVEL BOTTLE,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,99,17.64650021,2. Barcode Printed
J0259,6.95135E+12,23Q5,LA PARAH,COSMETIC TRAVEL BOTTLE,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,79,14.71935563,2. Barcode Printed
J0260,6.95135E+12,23Q5,LA PARAH,COSMETIC TRAVEL BOTTLE,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,99,14.71935563,2. Barcode Printed
J0395,6.95135E+12,23Q5,LA PARAH,,,,24Q1,LADY,249,46.32524473,2. Barcode Printed
J0519,6.95135E+12,23Q5,LA PARAH,CUPS & MUGS,HOME & LIVING,KITCHEN & DINING,24Q1,LADY,149,35.46026583,2. Barcode Printed
J0800,6.95135E+12,23Q5,LA PARAH,,,,24Q1,LADY,199,44.14352206,2. Barcode Printed
J1180,F008163,23Q5,LA PARAH,,,,24Q1,LADY,129,31.78042692,2. Barcode Printed
F008164,F008164,23Q5,LA PARAH,,,,24Q1,,99,28.79873927,2. Barcode Printed
J0993,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,399,63.99719837,2. Barcode Printed
F008166,F008166,23Q5,LA PARAH,,,,24Q1,,99,11.63585425,2. Barcode Printed
J0736,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,199,50.68869008,2. Barcode Printed
J0990,6.95135E+12,23Q5,LA PARAH,COTTON BUDS,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,299,62.61544068,2. Barcode Printed
J0989,6.95135E+12,23Q5,LA PARAH,COTTON PADS,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,299,64.94261153,2. Barcode Printed
F008170,F008170,23Q5,LA PARAH,,,,24Q1,,149,54.97941133,2. Barcode Printed
J1053,6.95135E+12,23Q5,LA PARAH,NAIL CUTTERS,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,129,27.34425749,2. Barcode Printed
F008172,6.95135E+12,23Q5,LA PARAH,MAKEUP BRUSHES,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,,249,62.64089411,2. Barcode Printed
J1173,6.95135E+12,23Q5,LA PARAH,BAGS,BAGS & WALLETS,BAGS,24Q1,LADY,449,130.5615571,2. Barcode Printed
J1188,6.95135E+12,23Q5,LA PARAH,BAGS,BAGS & WALLETS,BAGS,24Q1,LADY,249,71.56777605,2. Barcode Printed
F008176,F008176,23Q5,LA PARAH,,,,24Q1,,149,32.87128826,2. Barcode Printed
J1213,6.95135E+12,23Q5,LA PARAH,NAIL CUTTERS,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,149,54.97941133,2. Barcode Printed
J1197,6.95135E+12,23Q5,LA PARAH,HAIR COMBS,HEALTH & BEAUTY,BEAUTY TOOLS,24Q1,LADY,149,42.90357634,2. Barcode Printed
J1201,6.95135E+12,23Q5,LA PARAH,,,,24Q1,,129,34.5439423,2. Barcode Printed
F008205,F008205,23Q5,LA PARAH,HAIR CLIPS,FASHION ACCESSORIES,HAIR ACCESSORIES,24Q1,LADY,299,79.99649797,2. Barcode Printed
F008206,F008206,23Q5,LA PARAH,HAIR CLIPS,FASHION ACCESSORIES,HAIR ACCESSORIES,24Q1,LADY,499,145.4481781,2. Barcode Printed
F008207,F008207,23Q5,LA PARAH,HAIR CLIPS,FASHION ACCESSORIES,HAIR ACCESSORIES,24Q1,LADY,349,58.17927125,2. Barcode Printed
F008208,F008208,23Q5,LA PARAH,HAIR CLIPS,FASHION ACCESSORIES,HAIR ACCESSORIES,24Q1,LADY,299,43.63445344,2. Barcode Printed
F008209,F008209,23Q5,LA PARAH,HAIR CLIPS,FASHION ACCESSORIES,HAIR ACCESSORIES,24Q1,LADY,149,58.17927125,2. Barcode Printed
F008210,F008210,23Q5,LA PARAH,HAIR CLIPS,FASHION ACCESSORIES,HAIR ACCESSORIES,24Q1,LADY,249,65.45168016,2. Barcode Printed
F008211,F008211,23Q5,LA PARAH,SUNGLASSES,FASHION ACCESSORIES,SUNGLASSES,24Q1,LADY,2499,199.9912449,2. Barcode Printed
F008260,F008260,23Q5,LA PARAH,POWDERS,HEALTH & BEAUTY,MAKE-UP / COSMETIC,24Q1,LADY,99,7.272408906,2. Barcode Printed
F008261,6.97436E+12,23Q5,LA PARAH,HAIR BANDS,FASHION ACCESSORIES,HAIR ACCESSORIES,24Q1,LADY,299,37.81652631,2. Barcode Printed
F008262,4.89707E+12,23Q5,LA PARAH,EYE MASKS,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,199,30.54411741,2. Barcode Printed
F008263,6.97436E+12,23Q5,LA PARAH,HAIR BANDS,FASHION ACCESSORIES,HAIR ACCESSORIES,24Q1,LADY,249,39.99824898,2. Barcode Printed
F008264,6.94318E+12,23Q5,LA PARAH,GLOVES,FASHION ACCESSORIES,GLOVES & MITTENS,24Q1,LADY,149,25.45343117,2. Barcode Printed
F008265,6.97436E+12,23Q5,LA PARAH,HAIR BANDS,FASHION ACCESSORIES,HAIR ACCESSORIES,24Q1,LADY,149,25.45343117,2. Barcode Printed
F008266,F008266,23Q5,LA PARAH,POWDERS,HEALTH & BEAUTY,MAKE-UP / COSMETIC,24Q1,LADY,49,14.54481781,2. Barcode Printed
F008267,4.89707E+12,23Q5,LA PARAH,TOWELS,HOME & LIVING,BATHROOM,24Q1,,299,62.72452682,2. Barcode Printed
F008268,4.89707E+12,23Q5,LA PARAH,EYE MASKS,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,,199,32.72584008,2. Barcode Printed
F008269,4.89707E+12,23Q5,LA PARAH,EYE SOOTHERS,HEALTH & BEAUTY,BEAUTY ACCESSORIES,24Q1,LADY,149,23.2717085,2. Barcode Printed
F008270,6.97629E+12,23Q5,LA PARAH,TOWELS,HOME & LIVING,BATHROOM,24Q1,ALL,149,133.8123239,2. Barcode Printed
F008271,6.92044E+12,23Q5,LA PARAH,BATH SPONGES,HOME & LIVING,BATHROOM,24Q1,ALL,149,25.08981073,2. Barcode Printed
F008272,6.97436E+12,23Q5,LA PARAH,HAIR BANDS,FASHION ACCESSORIES,HAIR ACCESSORIES,24Q1,,249,37.81652631,2. Barcode Printed
F008273,4.89707E+12,23Q5,LA PARAH,TOWELS,HOME & LIVING,BATHROOM,24Q1,LADY,299,62.72452682,2. Barcode Printed
F008274,F008274,23Q5,LA PARAH,TOWELS,HOME & LIVING,BATHROOM,24Q1,ALL,299,31.78042692,2. Barcode Printed
F008275,6.97629E+12,23Q5,LA PARAH,TOWELS,HOME & LIVING,BATHROOM,24Q1,ALL,149,31.78042692,2. Barcode Printed
F008276,6.97436E+12,23Q5,LA PARAH,HAIR BANDS,FASHION ACCESSORIES,HAIR ACCESSORIES,24Q1,,249,39.99824898,2. Barcode Printed
F008277,F008277,23Q5,LA PARAH,TOWELS,HOME & LIVING,BATHROOM,24Q1,ALL,399,137.993959,2. Barcode Printed
F008278,4.89707E+12,23Q5,LA PARAH,TOWELS,HOME & LIVING,BATHROOM,24Q1,ALL,299,65.23350789,2. Barcode Printed